漢字,文字コード,コード,その他
瓪,Shift_JIS-2004,-,NULL
瓪,MJ文字図形名,MJ017544,NULL
瓪,戸籍統一文字番号,240560,NULL
瓪,住基ネット統一文字コード,J+74EA,NULL
瓫,Unicode,U+74EB,NULL
瓫,JIS X 0213,2-81-13,面区点番号
瓫,Shift_JIS-2004,F64C,NULL
瓫,MJ文字図形名,MJ017545,NULL
瓫,戸籍統一文字番号,240570,NULL
瓫,住基ネット統一文字コード,J+74EB,NULL
瓴,Unicode,U+74F4,NULL
瓴,JIS X 0213,-,NULL
瓴,Shift_JIS-2004,-,NULL
瓴,MJ文字図形名,MJ017557,NULL
瓴,MJ文字図形名,MJ017558,NULL
瓴,戸籍統一文字番号,240780,MJ017557
瓴,住基ネット統一文字コード,J+74F4,MJ017557
瓴,住基ネット統一文字コード,J+B5E5,MJ017558
缻,Unicode,U+7F3B,NULL
缻,JIS X 0213,2-84-67,面区点番号
缻,Shift_JIS-2004,F7E1,NULL
缻,MJ文字図形名,MJ020503,NULL
缻,戸籍統一文字番号,314380,NULL
缻,住基ネット統一文字コード,J+7F3B,NULL
甆,Unicode,U+7506,NULL
甆,JIS X 0213,-,NULL
甆,Shift_JIS-2004,-,NULL
甆,MJ文字図形名,MJ017581,NULL
甆,MJ文字図形名,MJ017582,NULL
甆,MJ文字図形名,MJ017583,NULL
甆,戸籍統一文字番号,241740,MJ017581
甆,戸籍統一文字番号,241910,MJ017582
甆,戸籍統一文字番号,241950,MJ017583
甆,住基ネット統一文字コード,J+7506,MJ017581
甁,Unicode,U+7501,NULL
甁,JIS X 0213,1-88-39,面区点番号
甁,Shift_JIS-2004,ECC5,NULL
甁,MJ文字図形名,MJ017572,NULL
甁,MJ文字図形名,MJ017573,NULL
甁,戸籍統一文字番号,241510,MJ017572
甁,住基ネット統一文字コード,J+7501,MJ017572
甁,住基ネット統一文字コード,J+B5E6,MJ017573
瓻,Unicode,U+74FB,NULL
瓻,JIS X 0213,-,NULL
瓻,Shift_JIS-2004,-,NULL
瓻,MJ文字図形名,MJ017566,NULL
瓻,戸籍統一文字番号,241220,NULL
瓻,住基ネット統一文字コード,J+74FB,NULL
瓺,Unicode,U+74FA,NULL
瓺,JIS X 0213,2-81-15,面区点番号
瓺,Shift_JIS-2004,F64E,NULL
瓺,MJ文字図形名,MJ017565,NULL
瓺,戸籍統一文字番号,241180,NULL
瓺,住基ネット統一文字コード,J+74FA,NULL
瓼,Unicode,U+74FC,NULL
瓼,JIS X 0213,-,NULL
瓼,Shift_JIS-2004,-,NULL
瓼,MJ文字図形名,MJ017567,NULL
瓼,戸籍統一文字番号,241280,NULL
瓼,住基ネット統一文字コード,J+74FC,NULL
甀,Unicode,U+7500,NULL
甀,JIS X 0213,-,NULL
甀,Shift_JIS-2004,-,NULL
甀,MJ文字図形名,MJ017571,NULL
甀,戸籍統一文字番号,241440,NULL
甀,住基ネット統一文字コード,J+7500,NULL
瓽,Unicode,U+74FD,NULL
瓽,JIS X 0213,-,NULL
瓽,Shift_JIS-2004,-,NULL
瓽,MJ文字図形名,MJ017568,NULL
瓽,戸籍統一文字番号,241340,NULL
瓽,住基ネット統一文字コード,-,NULL
瓿,Unicode,U+74FF,NULL
瓿,JIS X 0213,1-88-38,面区点番号
瓿,Shift_JIS-2004,ECC4,NULL
瓿,MJ文字図形名,MJ017570,NULL
瓿,戸籍統一文字番号,241420,NULL
瓿,住基ネット統一文字コード,J+74FF,NULL
甂,Unicode,U+7502,NULL
甂,JIS X 0213,-,NULL
甂,Shift_JIS-2004,-,NULL
甂,MJ文字図形名,MJ017574,NULL
甂,戸籍統一文字番号,241610,NULL
甂,住基ネット統一文字コード,-,NULL
瓯,Unicode,U+74EF,NULL
瓯,JIS X 0213,-,NULL
瓯,Shift_JIS-2004,F64B,NULL
瓯,MJ文字図形名,MJ017550,NULL
瓯,MJ文字図形名,MJ017551,NULL
瓯,戸籍統一文字番号,240690,MJ017550
瓯,住基ネット統一文字コード,J+B5E2,MJ017550
瓯,住基ネット統一文字コード,J+74EF,MJ017551
甋,Unicode,U+750B,NULL
甋,JIS X 0213,-,NULL
甋,Shift_JIS-2004,-,NULL
甋,MJ文字図形名,MJ017588,NULL
甋,戸籍統一文字番号,242030,NULL
甋,住基ネット統一文字コード,-,NULL
甊,Unicode,U+750A,NULL
甊,JIS X 0213,-,NULL
甊,Shift_JIS-2004,-,NULL
甊,MJ文字図形名,MJ017587,NULL
甊,戸籍統一文字番号,242020,NULL
甊,住基ネット統一文字コード,-,NULL
䰝,Unicode,U+4C1D,NULL
䰝,JIS X 0213,-,NULL
䰝,Shift_JIS-2004,-,NULL
䰝,MJ文字図形名,MJ005909,NULL
䰝,戸籍統一文字番号,517380,NULL
䰝,住基ネット統一文字コード,-,NULL
甒,Unicode,U+7512,NULL
甒,JIS X 0213,-,NULL
甒,Shift_JIS-2004,-,NULL
甒,MJ文字図形名,MJ017603,NULL
甒,戸籍統一文字番号,242240,NULL
甒,住基ネット統一文字コード,J+7512,NULL
甔,Unicode,U+7514,NULL
甔,JIS X 0213,-,NULL
甔,Shift_JIS-2004,-,NULL
甔,MJ文字図形名,MJ017605,NULL
甔,戸籍統一文字番号,242340,NULL
甔,住基ネット統一文字コード,-,NULL
甗,Unicode,U+7517,NULL
甗,JIS X 0213,1-88-40,面区点番号
甗,Shift_JIS-2004,ECC6,NULL
甗,MJ文字図形名,MJ017610,NULL
甗,戸籍統一文字番号,242510,NULL
甗,住基ネット統一文字コード,J+7517,NULL
甛,Unicode,U+751B,NULL
甛,JIS X 0213,-,NULL
甛,Shift_JIS-2004,-,NULL
甛,MJ文字図形名,MJ017614,NULL
甛,戸籍統一文字番号,242850,NULL
甛,住基ネット統一文字コード,J+C175,NULL
甡,Unicode,U+7521,NULL
甡,JIS X 0213,-,NULL
甡,Shift_JIS-2004,-,NULL
甡,MJ文字図形名,MJ017620,NULL
甡,戸籍統一文字番号,243110,NULL
甡,住基ネット統一文字コード,J+7521,NULL
產,Unicode,U+7522,NULL
產,JIS X 0213,1-27-26,面区点番号
產,Shift_JIS-2004,-,NULL
產,MJ文字図形名,MJ017621,NULL
產,戸籍統一文字番号,243150,NULL
產,住基ネット統一文字コード,J+7522,NULL
甤,Unicode,U+7524,NULL
甤,JIS X 0213,2-81-18,面区点番号
甤,Shift_JIS-2004,F651,NULL
甤,MJ文字図形名,MJ017623,NULL
甤,戸籍統一文字番号,243200,NULL
甤,住基ネット統一文字コード,J+7524,NULL
甩,Unicode,U+7529,NULL
甩,JIS X 0213,-,NULL
甩,Shift_JIS-2004,-,NULL
甩,MJ文字図形名,MJ017630,NULL
甩,戸籍統一文字番号,243380,NULL
甩,住基ネット統一文字コード,J+7529,NULL
甪,Unicode,U+752A,NULL
甪,JIS X 0213,2-81-19,面区点番号
甪,Shift_JIS-2004,F652,NULL
甪,MJ文字図形名,MJ017631,NULL
甪,戸籍統一文字番号,243400,NULL
甪,住基ネット統一文字コード,J+752A,NULL
甯,Unicode,U+752F,NULL
甯,JIS X 0213,1-88-41,面区点番号
甯,Shift_JIS-2004,ECC7,NULL
甯,MJ文字図形名,MJ017635,NULL
甯,戸籍統一文字番号,243550,NULL
甯,住基ネット統一文字コード,J+752F,NULL
寗,Unicode,U+5BD7,NULL
寗,JIS X 0213,-,NULL
寗,Shift_JIS-2004,-,NULL
寗,MJ文字図形名,MJ010205,NULL
寗,MJ文字図形名,MJ010206,NULL
寗,MJ文字図形名,MJ010207,NULL
寗,MJ文字図形名,MJ010208,NULL
寗,戸籍統一文字番号,082490,MJ010205
寗,住基ネット統一文字コード,J+5BD7,MJ010205
寗,住基ネット統一文字コード,J+B02E,MJ010206
寗,住基ネット統一文字コード,J+B035,MJ010207
寗,住基ネット統一文字コード,J+C0B7,MJ010208
甶,Unicode,U+7536,NULL
甶,JIS X 0213,-,NULL
甶,Shift_JIS-2004,-,NULL
甶,MJ文字図形名,MJ017641,NULL
甶,戸籍統一文字番号,243670,NULL
甶,住基ネット統一文字コード,J+7536,NULL
侽,Unicode,U+4FBD,NULL
侽,JIS X 0213,-,NULL
侽,Shift_JIS-2004,-,NULL
侽,MJ文字図形名,MJ006747,NULL
侽,戸籍統一文字番号,007800,NULL
侽,住基ネット統一文字コード,J+4FBD,NULL
甹,Unicode,U+7539,NULL
甹,JIS X 0213,-,NULL
甹,Shift_JIS-2004,-,NULL
甹,MJ文字図形名,MJ017644,NULL
甹,MJ文字図形名,MJ056877,NULL
甹,戸籍統一文字番号,243730,MJ017644
甹,戸籍統一文字番号,002850,MJ056877
甹,住基ネット統一文字コード,J+7539,MJ017644
畵,Unicode,U+7575,NULL
畵,JIS X 0213,1-65-33,面区点番号
畵,Shift_JIS-2004,-,NULL
畵,MJ文字図形名,MJ017712,NULL
畵,戸籍統一文字番号,245420,NULL
畵,住基ネット統一文字コード,J+7575,NULL
甾,Unicode,U+753E,NULL
甾,JIS X 0213,2-81-23,面区点番号
甾,Shift_JIS-2004,F656,NULL
甾,MJ文字図形名,MJ017651,NULL
甾,MJ文字図形名,MJ017652,NULL
甾,戸籍統一文字番号,243830,MJ017651
甾,戸籍統一文字番号,244040,MJ017652
甾,住基ネット統一文字コード,J+753E,MJ017651
畃,Unicode,U+7543,NULL
畃,JIS X 0213,-,NULL
畃,Shift_JIS-2004,-,NULL
畃,MJ文字図形名,MJ017657,NULL
畃,MJ文字図形名,MJ017658,NULL
畃,戸籍統一文字番号,243910,MJ017657
畃,住基ネット統一文字コード,J+7543,MJ017657
畃,住基ネット統一文字コード,J+B5F6,MJ017658
畀,Unicode,U+7540,NULL
畀,JIS X 0213,2-81-24,面区点番号
畀,Shift_JIS-2004,F657,NULL
畀,MJ文字図形名,MJ017654,NULL
畀,戸籍統一文字番号,243890,NULL
畀,住基ネット統一文字コード,J+7540,NULL
畁,Unicode,U+7541,NULL
畁,JIS X 0213,-,NULL
畁,Shift_JIS-2004,-,NULL
畁,MJ文字図形名,MJ017655,NULL
畁,戸籍統一文字番号,243900,NULL
畁,住基ネット統一文字コード,-,NULL
甿,Unicode,U+753F,NULL
甿,JIS X 0213,-,NULL
甿,Shift_JIS-2004,-,NULL
甿,MJ文字図形名,MJ017653,NULL
甿,戸籍統一文字番号,243840,NULL
甿,住基ネット統一文字コード,J+753F,NULL
畇,Unicode,U+7547,NULL
畇,JIS X 0213,-,NULL
畇,Shift_JIS-2004,-,NULL
畇,MJ文字図形名,MJ017661,NULL
畇,MJ文字図形名,MJ017662,NULL
畇,戸籍統一文字番号,244070,MJ017661
畇,住基ネット統一文字コード,J+7547,MJ017661
畇,住基ネット統一文字コード,J+B5F7,MJ017662
畎,Unicode,U+754E,NULL
畎,JIS X 0213,2-81-26,面区点番号
畎,Shift_JIS-2004,F659,NULL
畎,MJ文字図形名,MJ017669,NULL
畎,戸籍統一文字番号,244200,NULL
畎,住基ネット統一文字コード,J+754E,NULL
甽,Unicode,U+753D,NULL
甽,JIS X 0213,2-81-22,面区点番号
甽,Shift_JIS-2004,F655,NULL
甽,MJ文字図形名,MJ017650,NULL
甽,戸籍統一文字番号,243810,NULL
甽,住基ネット統一文字コード,J+753D,NULL
㽘,Unicode,U+3F58,NULL
㽘,JIS X 0213,-,NULL
㽘,Shift_JIS-2004,-,NULL
㽘,MJ文字図形名,MJ002623,NULL
㽘,戸籍統一文字番号,244050,NULL
㽘,住基ネット統一文字コード,-,NULL
畈,Unicode,U+7548,NULL
畈,JIS X 0213,2-81-25,面区点番号
畈,Shift_JIS-2004,F658,NULL
畈,MJ文字図形名,MJ017663,NULL
畈,戸籍統一文字番号,244100,NULL
畈,住基ネット統一文字コード,J+7548,NULL
畐,Unicode,U+7550,NULL
畐,JIS X 0213,2-81-27,面区点番号
畐,Shift_JIS-2004,F65A,NULL
畐,MJ文字図形名,MJ017671,NULL
畐,戸籍統一文字番号,244280,NULL
畐,住基ネット統一文字コード,J+7550,NULL
畟,Unicode,U+755F,NULL
畟,JIS X 0213,-,NULL
畟,Shift_JIS-2004,-,NULL
畟,MJ文字図形名,MJ017688,NULL
畟,戸籍統一文字番号,244770,NULL
畟,住基ネット統一文字コード,J+755F,NULL
畗,Unicode,U+7557,NULL
畗,JIS X 0213,-,NULL
畗,Shift_JIS-2004,-,NULL
畗,MJ文字図形名,MJ017679,NULL
畗,戸籍統一文字番号,244540,NULL
畗,住基ネット統一文字コード,J+7557,NULL
畣,Unicode,U+7563,NULL
畣,JIS X 0213,-,NULL
畣,Shift_JIS-2004,-,NULL
畣,MJ文字図形名,MJ017694,NULL
畣,戸籍統一文字番号,244900,NULL
畣,住基ネット統一文字コード,-,NULL
畒,Unicode,U+7552,NULL
畒,JIS X 0213,2-81-28,面区点番号
畒,Shift_JIS-2004,F65B,NULL
畒,MJ文字図形名,MJ017673,NULL
畒,戸籍統一文字番号,244400,NULL
畒,住基ネット統一文字コード,J+7552,NULL
畞,Unicode,U+755E,NULL
畞,JIS X 0213,-,NULL
畞,Shift_JIS-2004,-,NULL
畞,MJ文字図形名,MJ017687,NULL
畞,戸籍統一文字番号,244630,NULL
畞,住基ネット統一文字コード,J+755E,NULL
㽗,Unicode,U+3F57,NULL
㽗,JIS X 0213,2-81-20,面区点番号
㽗,Shift_JIS-2004,F653,NULL
㽗,MJ文字図形名,MJ002622,NULL
㽗,戸籍統一文字番号,-,NULL
㽗,住基ネット統一文字コード,J+3F57,NULL
畮,Unicode,U+756E,NULL
畮,JIS X 0213,-,NULL
畮,Shift_JIS-2004,-,NULL
畮,MJ文字図形名,MJ017704,NULL
畮,戸籍統一文字番号,245220,NULL
畮,住基ネット統一文字コード,-,NULL
奙,Unicode,U+5959,NULL
奙,JIS X 0213,-,NULL
奙,Shift_JIS-2004,-,NULL
奙,MJ文字図形名,MJ009505,NULL
奙,戸籍統一文字番号,067950,NULL
奙,住基ネット統一文字コード,J+5959,NULL
畱,Unicode,U+7571,NULL
畱,JIS X 0213,2-81-31,面区点番号
畱,Shift_JIS-2004,F65E,NULL
畱,MJ文字図形名,MJ017708,NULL
畱,戸籍統一文字番号,245240,NULL
畱,住基ネット統一文字コード,J+7571,NULL
㽞,Unicode,U+3F5E,NULL
㽞,JIS X 0213,-,NULL
㽞,Shift_JIS-2004,-,NULL
㽞,MJ文字図形名,MJ002629,NULL
㽞,戸籍統一文字番号,245100,NULL
㽞,住基ネット統一文字コード,-,NULL
畲,Unicode,U+7572,NULL
畲,JIS X 0213,2-81-30,面区点番号
畲,Shift_JIS-2004,F65D,NULL
畲,MJ文字図形名,MJ017709,NULL
畲,戸籍統一文字番号,245200,NULL
畲,住基ネット統一文字コード,J+7572,NULL
畯,Unicode,U+756F,NULL
畯,JIS X 0213,1-88-42,面区点番号
畯,Shift_JIS-2004,ECC8,NULL
畯,MJ文字図形名,MJ017705,NULL
畯,戸籍統一文字番号,245370,NULL
畯,住基ネット統一文字コード,J+756F,NULL
叠,Unicode,U+53E0,NULL
叠,JIS X 0213,-,NULL
叠,Shift_JIS-2004,-,NULL
叠,MJ文字図形名,MJ008020,NULL
叠,戸籍統一文字番号,037200,NULL
叠,住基ネット統一文字コード,J+53E0,NULL
曡,Unicode,U+66E1,NULL
曡,JIS X 0213,-,NULL
曡,Shift_JIS-2004,-,NULL
曡,MJ文字図形名,MJ057682,NULL
曡,戸籍統一文字番号,160670,NULL
曡,住基ネット統一文字コード,-,NULL
㽟,Unicode,U+3F5F,NULL
㽟,JIS X 0213,-,NULL
㽟,Shift_JIS-2004,-,NULL
㽟,MJ文字図形名,MJ002630,NULL
㽟,戸籍統一文字番号,245150,NULL
㽟,住基ネット統一文字コード,-,NULL
畹,Unicode,U+7579,NULL
畹,JIS X 0213,1-88-43,面区点番号
畹,Shift_JIS-2004,ECC9,NULL
畹,MJ文字図形名,MJ017716,NULL
畹,戸籍統一文字番号,245590,NULL
畹,住基ネット統一文字コード,J+7579,NULL
畽,Unicode,U+757D,NULL
畽,JIS X 0213,2-81-33,面区点番号
畽,Shift_JIS-2004,F660,NULL
畽,MJ文字図形名,MJ017720,NULL
畽,戸籍統一文字番号,245750,NULL
畽,住基ネット統一文字コード,J+757D,NULL
畼,Unicode,U+757C,NULL
畼,JIS X 0213,-,NULL
畼,Shift_JIS-2004,-,NULL
畼,MJ文字図形名,MJ017719,NULL
畼,戸籍統一文字番号,245740,NULL
畼,住基ネット統一文字コード,J+757C,NULL
畾,Unicode,U+757E,NULL
畾,JIS X 0213,2-81-34,面区点番号
畾,Shift_JIS-2004,F661,NULL
畾,MJ文字図形名,MJ017721,NULL
畾,戸籍統一文字番号,245930,NULL
畾,住基ネット統一文字コード,J+757E,NULL
疁,Unicode,U+7581,NULL
疁,JIS X 0213,2-81-35,面区点番号
疁,Shift_JIS-2004,F662,NULL
疁,MJ文字図形名,MJ017724,NULL
疁,戸籍統一文字番号,246090,NULL
疁,住基ネット統一文字コード,J+7581,NULL
疃,Unicode,U+7583,NULL
疃,JIS X 0213,-,NULL
疃,Shift_JIS-2004,-,NULL
疃,MJ文字図形名,MJ017726,NULL
疃,MJ文字図形名,MJ017727,NULL
疃,戸籍統一文字番号,246170,MJ017726
疃,戸籍統一文字番号,246320,MJ017727
疃,住基ネット統一文字コード,J+7583,MJ017726
疄,Unicode,U+7584,NULL
疄,JIS X 0213,-,NULL
疄,Shift_JIS-2004,-,NULL
疄,MJ文字図形名,MJ017728,NULL
疄,戸籍統一文字番号,246220,NULL
疄,住基ネット統一文字コード,-,NULL
畺,Unicode,U+757A,NULL
畺,JIS X 0213,2-81-32,面区点番号
畺,Shift_JIS-2004,F65F,NULL
畺,MJ文字図形名,MJ017717,NULL
畺,戸籍統一文字番号,245600,NULL
畺,住基ネット統一文字コード,J+757A,NULL
壃,Unicode,U+58C3,NULL
壃,JIS X 0213,2-05-19,面区点番号
壃,Shift_JIS-2004,F252,NULL
壃,MJ文字図形名,MJ009332,NULL
壃,戸籍統一文字番号,063170,NULL
壃,住基ネット統一文字コード,J+58C3,NULL
疅,Unicode,U+7585,NULL
疅,JIS X 0213,-,NULL
疅,Shift_JIS-2004,-,NULL
疅,MJ文字図形名,MJ017729,NULL
疅,戸籍統一文字番号,246340,NULL
疅,住基ネット統一文字コード,J+7585,NULL
疈,Unicode,U+7588,NULL
疈,JIS X 0213,-,NULL
疈,Shift_JIS-2004,-,NULL
疈,MJ文字図形名,MJ017732,NULL
疈,戸籍統一文字番号,246560,NULL
疈,住基ネット統一文字コード,-,NULL
疍,Unicode,U+758D,NULL
疍,JIS X 0213,-,NULL
疍,Shift_JIS-2004,-,NULL
疍,戸籍統一文字番号,-,NULL
疍,住基ネット統一文字コード,-,NULL
䟽,Unicode,U+47FD,NULL
䟽,JIS X 0213,2-89-31,面区点番号
䟽,Shift_JIS-2004,FA5E,NULL
䟽,MJ文字図形名,MJ004861,NULL
䟽,戸籍統一文字番号,425900,NULL
䟽,住基ネット統一文字コード,J+47FD,NULL
疐,Unicode,U+7590,NULL
疐,JIS X 0213,-,NULL
疐,Shift_JIS-2004,-,NULL
疐,MJ文字図形名,MJ017739,NULL
疐,戸籍統一文字番号,246950,NULL
疐,住基ネット統一文字コード,J+7590,NULL
疒,Unicode,U+7592,NULL
疒,JIS X 0213,1-88-44,面区点番号
疒,Shift_JIS-2004,ECCA,NULL
疒,MJ文字図形名,MJ017741,NULL
疒,戸籍統一文字番号,247060,NULL
疒,住基ネット統一文字コード,J+7592,NULL
㽲,Unicode,U+3F72,NULL
㽲,JIS X 0213,1-88-45,面区点番号
㽲,Shift_JIS-2004,ECCB,NULL
㽲,MJ文字図形名,MJ002649,NULL
㽲,戸籍統一文字番号,247130,NULL
㽲,住基ネット統一文字コード,J+3F72,NULL
疓,Unicode,U+7593,NULL
疓,JIS X 0213,-,NULL
疓,Shift_JIS-2004,-,NULL
疓,MJ文字図形名,MJ017742,NULL
疓,戸籍統一文字番号,247080,NULL
疓,住基ネット統一文字コード,J+7593,NULL
疕,Unicode,U+7595,NULL
疕,JIS X 0213,-,NULL
疕,Shift_JIS-2004,-,NULL
疕,MJ文字図形名,MJ017744,NULL
疕,戸籍統一文字番号,247140,NULL
疕,住基ネット統一文字コード,J+7595,NULL
疜,Unicode,U+759C,NULL
疜,JIS X 0213,-,NULL
疜,Shift_JIS-2004,-,NULL
疜,MJ文字図形名,MJ017750,NULL
疜,戸籍統一文字番号,247300,NULL
疜,住基ネット統一文字コード,J+759C,NULL
疙,Unicode,U+7599,NULL
疙,JIS X 0213,-,NULL
疙,Shift_JIS-2004,-,NULL
疙,MJ文字図形名,MJ017746,NULL
疙,戸籍統一文字番号,247230,NULL
疙,住基ネット統一文字コード,J+7599,NULL
疘,Unicode,U+7598,NULL
疘,JIS X 0213,-,NULL
疘,Shift_JIS-2004,-,NULL
疘,MJ文字図形名,MJ017745,NULL
疘,戸籍統一文字番号,247200,NULL
疘,住基ネット統一文字コード,-,NULL
疛,Unicode,U+759B,NULL
疛,JIS X 0213,-,NULL
疛,Shift_JIS-2004,-,NULL
疛,MJ文字図形名,MJ017749,NULL
疛,戸籍統一文字番号,247250,NULL
疛,住基ネット統一文字コード,-,NULL
㿍,Unicode,U+3FCD,NULL
㿍,JIS X 0213,-,NULL
㿍,Shift_JIS-2004,-,NULL
㿍,MJ文字図形名,MJ002734,NULL
㿍,戸籍統一文字番号,252770,NULL
㿍,住基ネット統一文字コード,J+3FCD,NULL
疧,Unicode,U+75A7,NULL
疧,JIS X 0213,-,NULL
疧,Shift_JIS-2004,-,NULL
疧,MJ文字図形名,MJ017758,NULL
疧,戸籍統一文字番号,247490,NULL
疧,住基ネット統一文字コード,-,NULL
㽷,Unicode,U+3F77,NULL
㽷,JIS X 0213,2-81-40,面区点番号
㽷,Shift_JIS-2004,F667,NULL
㽷,MJ文字図形名,MJ002653,NULL
㽷,戸籍統一文字番号,247340,NULL
㽷,住基ネット統一文字コード,J+3F77,NULL
疢,Unicode,U+75A2,NULL
疢,JIS X 0213,2-81-39,面区点番号
疢,Shift_JIS-2004,F666,NULL
疢,MJ文字図形名,MJ017753,NULL
疢,戸籍統一文字番号,247330,NULL
疢,住基ネット統一文字コード,J+75A2,NULL
疤,Unicode,U+75A4,NULL
疤,JIS X 0213,-,NULL
疤,Shift_JIS-2004,-,NULL
疤,MJ文字図形名,MJ017755,NULL
疤,戸籍統一文字番号,247380,NULL
疤,住基ネット統一文字コード,J+75A4,NULL
疺,Unicode,U+75BA,NULL
疺,JIS X 0213,-,NULL
疺,Shift_JIS-2004,-,NULL
疺,MJ文字図形名,MJ017775,NULL
疺,戸籍統一文字番号,247900,NULL
疺,住基ネット統一文字コード,J+75BA,NULL
疴,Unicode,U+75B4,NULL
疴,JIS X 0213,-,NULL
疴,Shift_JIS-2004,-,NULL
疴,MJ文字図形名,MJ017769,NULL
疴,戸籍統一文字番号,247760,NULL
疴,住基ネット統一文字コード,J+75B4,NULL
痀,Unicode,U+75C0,NULL
痀,JIS X 0213,2-81-44,面区点番号
痀,Shift_JIS-2004,F66B,NULL
痀,MJ文字図形名,MJ017782,NULL
痀,戸籍統一文字番号,248070,NULL
痀,住基ネット統一文字コード,J+75C0,NULL
痄,Unicode,U+75C4,NULL
痄,JIS X 0213,-,NULL
痄,Shift_JIS-2004,-,NULL
痄,MJ文字図形名,MJ017786,NULL
痄,戸籍統一文字番号,248130,NULL
痄,住基ネット統一文字コード,J+75C4,NULL
疻,Unicode,U+75BB,NULL
疻,JIS X 0213,-,NULL
疻,Shift_JIS-2004,-,NULL
疻,MJ文字図形名,MJ017776,NULL
疻,戸籍統一文字番号,247910,NULL
疻,住基ネット統一文字コード,-,NULL
疰,Unicode,U+75B0,NULL
疰,JIS X 0213,2-81-41,面区点番号
疰,Shift_JIS-2004,F668,NULL
疰,MJ文字図形名,MJ017764,NULL
疰,戸籍統一文字番号,247690,NULL
疰,住基ネット統一文字コード,J+75B0,NULL
痁,Unicode,U+75C1,NULL
痁,JIS X 0213,-,NULL
痁,Shift_JIS-2004,-,NULL
痁,MJ文字図形名,MJ017783,NULL
痁,戸籍統一文字番号,248080,NULL
痁,住基ネット統一文字コード,J+75C1,NULL
痆,Unicode,U+75C6,NULL
痆,JIS X 0213,2-81-45,面区点番号
痆,Shift_JIS-2004,F66C,NULL
痆,MJ文字図形名,MJ017788,NULL
痆,戸籍統一文字番号,248160,NULL
痆,住基ネット統一文字コード,J+75C6,NULL
疷,Unicode,U+75B7,NULL
疷,JIS X 0213,2-81-42,面区点番号
疷,Shift_JIS-2004,F669,NULL
疷,MJ文字図形名,MJ017772,NULL
疷,戸籍統一文字番号,247810,NULL
疷,住基ネット統一文字コード,J+75B7,NULL
疿,Unicode,U+75BF,NULL
疿,JIS X 0213,2-81-43,面区点番号
疿,Shift_JIS-2004,F66A,NULL
疿,MJ文字図形名,MJ017781,NULL
疿,戸籍統一文字番号,248060,NULL
疿,住基ネット統一文字コード,J+75BF,NULL
痏,Unicode,U+75CF,NULL
痏,JIS X 0213,2-81-46,面区点番号
痏,Shift_JIS-2004,F66D,NULL
痏,MJ文字図形名,MJ017797,NULL
痏,戸籍統一文字番号,248420,NULL
痏,住基ネット統一文字コード,J+75CF,NULL
痎,Unicode,U+75CE,NULL
痎,JIS X 0213,1-88-46,面区点番号
痎,Shift_JIS-2004,ECCC,NULL
痎,MJ文字図形名,MJ017795,NULL
痎,MJ文字図形名,MJ017796,NULL
痎,戸籍統一文字番号,248400,MJ017795
痎,戸籍統一文字番号,248700,MJ017796
痎,住基ネット統一文字コード,J+75CE,MJ017795
㾬,Unicode,U+3FAC,NULL
㾬,JIS X 0213,-,NULL
㾬,Shift_JIS-2004,-,NULL
㾬,MJ文字図形名,MJ002705,NULL
㾬,戸籍統一文字番号,250260,NULL
㾬,住基ネット統一文字コード,-,NULL
痓,Unicode,U+75D3,NULL
痓,JIS X 0213,2-81-47,面区点番号
